name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Cairo,Egypt",2023-10-01,30,25,27.3,29.7,25,27.5,17.5,56.3,0,0,0,,0,0,33.8,27.7,336.7,1014.7,53.9,8.3,193.5,16.1,6,10,2023-10-01T06:48:08,2023-10-01T18:41:12,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-02,28,24,25.9,28.3,24,26,16.2,55.8,0,0,0,,0,0,22.3,16.6,320.2,1014.9,39.8,7.2,182.9,15.1,7,10,2023-10-02T06:48:42,2023-10-02T18:39:59,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-03,29,23,26.3,28.3,23,26.2,14.4,48.8,0,0,0,,0,0,27,18.4,322.8,1015.9,47.8,8.6,215.6,17.9,7,10,2023-10-03T06:49:17,2023-10-03T18:38:46,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-04,30,24,26.8,29.7,24,26.9,17,56.2,0,0,0,,0,0,29.2,22.3,20.5,1016.5,40.7,6.7,188.2,15.5,7,10,2023-10-04T06:49:52,2023-10-04T18:37:34,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-05,32,23.8,27.1,32.4,23.8,27.3,18.3,60.3,0,0,0,,0,0,35.6,27.7,36.5,1016.6,45.1,9.1,232.5,19,8,5,2023-10-05T06:50:27,2023-10-05T18:36:22,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-06,31,23,26.4,30.3,23,26.3,17.2,59.4,0,0,0,,0,0,37.1,25.9,20.3,1016.3,31.8,8.6,235,19.5,8,10,2023-10-06T06:51:03,2023-10-06T18:35:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-07,30,22,25.7,29.2,22,25.5,16,57.7,0,0,0,,0,0,31.7,29.5,14.9,1016,49.2,7.7,213.7,17.6,8,10,2023-10-07T06:51:39,2023-10-07T18:33:59,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-08,30,22,26.1,29.4,22,25.9,15.5,53.6,0,0,0,,0,0,42.1,27.7,39.4,1015.9,44.3,9.3,226,18.6,8,10,2023-10-08T06:52:15,2023-10-08T18:32:48,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-09,31,22.8,26.3,31,22.8,26.5,17.4,59.3,0,0,0,,0,0,47.9,24.1,10.9,1015.2,60.2,8.3,220.1,18.1,7,10,2023-10-09T06:52:52,2023-10-09T18:31:38,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62378099999,62366099999"
"Cairo,Egypt",2023-10-10,29,22,25.4,28.4,22,25.3,15.6,56.1,0,0,0,,0,0,39.6,22.3,343.6,1014.7,36,7.9,233.1,19.2,8,10,2023-10-10T06:53:28,2023-10-10T18:30:29,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-11,29,22,25.5,28.4,22,25.4,15.6,56,0,0,0,,0,0,29.5,16.6,321.2,1015,44.2,7.8,229.8,19,8,10,2023-10-11T06:54:06,2023-10-11T18:29:20,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-12,29,22,25.5,28.6,22,25.4,15.3,54.4,0,0,0,,0,0,34.9,24.1,333.7,1017,35.2,7.1,228.3,18.9,8,10,2023-10-12T06:54:43,2023-10-12T18:28:11,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-13,29,22,25.2,28.3,22,25.1,16.1,59,0,0,0,,0,0,37.4,22.3,335.7,1018.4,36.3,6.4,227.7,18.7,8,10,2023-10-13T06:55:21,2023-10-13T18:27:03,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-14,29,21,24.9,28,21,24.6,15,57,0,0,0,,0,0,30.2,20.5,354.1,1016.4,33,7.6,225,18.7,8,10,2023-10-14T06:55:59,2023-10-14T18:25:56,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-15,29,22,25.4,28,22,25.1,13.2,49,0,0,0,,0,0,36,22.3,308.4,1014.5,33.7,9.3,224.3,18.7,8,10,2023-10-15T06:56:38,2023-10-15T18:24:50,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-16,28,21,24.9,27.9,21,24.8,15.2,56.3,0,0,0,,0,0,32,18.4,312.1,1014.9,20,9.3,221.8,18.5,8,10,2023-10-16T06:57:17,2023-10-16T18:23:44,0.06,Clear,Partly cloudy throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-17,28,22,25.1,28,22,25.1,16.2,59.9,0,0,0,,0,0,29.2,20.5,319,1016,33.1,7.7,222.3,18.5,8,10,2023-10-17T06:57:56,2023-10-17T18:22:39,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-18,28,21.9,24.7,27.8,21.9,24.7,15.6,58.3,0,0,0,,0,0,31.3,18.4,351,1015.9,28.2,7.7,215.9,17.8,8,10,2023-10-18T06:58:36,2023-10-18T18:21:35,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-19,30,21,25.2,28.8,21,24.9,14.4,54.5,0,0,0,,0,0,32.4,25.9,11.1,1016.6,24.3,7.8,216.5,17.9,7,10,2023-10-19T06:59:16,2023-10-19T18:20:32,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-20,30,20,25.3,28.6,20,24.8,12.4,48.4,0,0,0,,0,0,29.5,18.4,30.4,1016.9,0.8,9.5,215,17.7,7,10,2023-10-20T06:59:57,2023-10-20T18:19:30,0.2,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-21,29,21,24.6,28.6,21,24.6,16.2,61.3,0,0,0,,0,0,32.8,22.3,44.5,1016,14.2,10,210.3,17.4,7,10,2023-10-21T07:00:38,2023-10-21T18:18:28,0.23,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-22,30,20.9,24.9,30,20.9,25,17.1,63.4,0,0,0,,0,0,34.6,24.1,29.4,1015.5,34.4,9.5,209.3,17.4,7,10,2023-10-22T07:01:19,2023-10-22T18:17:28,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-23,31,22,25.8,31,22,26,18.5,66.2,0,0,0,,0,0,36,24.1,13.1,1014.8,39.6,7.2,207.7,17.3,7,10,2023-10-23T07:02:01,2023-10-23T18:16:28,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-24,31,22,25.7,31,22,25.8,19.3,71.2,0,0,0,,0,0,39.6,27.7,9.9,1013.2,38.5,6,206.3,17.1,7,10,2023-10-24T07:02:43,2023-10-24T18:15:29,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-25,31,22,26,31.8,22,26.5,20.4,74.2,0,0,0,,0,0,36.7,20.5,32.5,1012.8,25.1,7,206.6,17.1,7,10,2023-10-25T07:03:26,2023-10-25T18:14:32,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-26,33,22,27.3,33.5,22,27.7,19.8,67.5,0,0,0,,0,0,20.5,14.8,26.8,1011.8,28.8,4.8,192.8,16.6,7,10,2023-10-26T07:04:09,2023-10-26T18:13:35,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-27,30,24,26.6,32.6,24,27.3,20.9,73.4,0,0,0,,0,0,22.3,18.4,332.4,1012.4,23.2,3.8,148.1,12.4,5,10,2023-10-27T06:04:53,2023-10-27T17:12:40,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-28,31,23,26.4,31.4,23,26.6,19.2,67.4,0,0,0,,0,0,27,20.5,30.1,1012.7,21.1,7.5,194.9,16.2,7,10,2023-10-28T06:05:37,2023-10-28T17:11:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-29,31,23,26.5,32.4,23,27.2,20.8,73.3,0,0,0,,0,0,31.3,25.9,28.7,1012.8,37.6,7.7,193.2,16,7,10,2023-10-29T06:06:21,2023-10-29T17:10:52,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-30,30,22.7,26,31.3,22.7,26.5,20.6,73.7,0,0,0,,0,0,28.4,18.4,354.3,1013.5,56.9,6.6,192.1,16,7,30,2023-10-30T06:07:06,2023-10-30T17:10:00,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-10-31,30,23,26.1,30.4,23,26.5,19.5,69.5,0,0,0,,0,0,20.9,20.5,332.2,1013.7,40.6,6.4,186.8,15.4,7,10,2023-10-31T06:07:51,2023-10-31T17:09:09,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-01,29,22,25.4,29.8,22,25.6,19,69.8,0,0,0,,0,0,37.1,18.4,353.5,1015.2,32.1,6.6,191.4,15.9,7,10,2023-11-01T06:08:37,2023-11-01T17:08:19,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-02,29,21.9,25.1,29.3,21.9,25.3,18.8,70.9,0,0,0,,0,0,25.2,18.4,358.4,1015.6,37.8,4.4,189.4,15.7,7,10,2023-11-02T06:09:23,2023-11-02T17:07:30,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-03,31,21,25.9,30.1,21,25.7,16.5,60.5,0,0,0,,0,0,26.3,16.6,47,1015.1,3.2,8,190.3,15.8,7,10,2023-11-03T06:10:09,2023-11-03T17:06:43,0.68,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-04,32,20,26.3,30.1,20,25.6,12.7,48.6,0,0,0,,0,0,27.7,20.5,37.5,1013.7,0,10,192.7,16,7,10,2023-11-04T06:10:56,2023-11-04T17:05:57,0.71,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-05,31,20,25,29.8,20,24.9,17.8,69.2,0,0,0,,0,0,28.4,20.5,43.5,1015,16.4,8.2,191.9,15.9,7,10,2023-11-05T06:11:43,2023-11-05T17:05:12,0.75,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-06,33,19,25.9,30.7,19,25.2,13.4,54.8,0,0,0,,0,0,28.8,16.6,44.4,1017.5,0,9.8,189.9,15.6,7,10,2023-11-06T06:12:31,2023-11-06T17:04:29,0.78,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-07,30,20,24.4,29.2,20,24.3,15.5,60.1,0,0,0,,0,0,29.2,20.5,29.9,1018.5,2.6,8.7,187.7,15.5,7,10,2023-11-07T06:13:18,2023-11-07T17:03:47,0.81,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-08,29,21,24.4,29.2,21,24.6,18.9,73.5,0,0,0,,0,0,31.3,20.5,47,1017.2,17.6,8.8,184.7,15.4,7,10,2023-11-08T06:14:07,2023-11-08T17:03:06,0.84,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-09,28,21,24.2,28.6,21,24.4,18,69.4,0,0,0,,0,0,33.1,24.1,40.1,1016.2,41.7,10,182.3,15.2,7,10,2023-11-09T06:14:55,2023-11-09T17:02:27,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-10,29,20.8,23.8,28.8,20.8,23.9,17,67.2,0,0,0,,0,0,33.5,22.3,44.8,1016.9,49.2,9,173.9,14.4,6,10,2023-11-10T06:15:44,2023-11-10T17:01:49,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-11,28,20,23.7,28.6,20,23.8,17.6,70.1,0.8,100,12.5,rain,0,0,34.2,71.4,56.7,1015.6,62.9,9.8,143.6,12,6,10,2023-11-11T06:16:33,2023-11-11T17:01:13,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HECA,62366099999"
"Cairo,Egypt",2023-11-12,26,21.8,23.5,26,21.8,23.5,20.2,82,0.1,100,4.17,rain,0,0,26.6,24.1,38.2,1015.3,60.2,5.6,135.1,11.3,5,10,2023-11-12T06:17:22,2023-11-12T17:00:38,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HECA,62366099999"
"Cairo,Egypt",2023-11-13,28,21.8,24.5,29.2,21.8,24.8,20.4,79.9,0,0,0,,0,0,26.6,18.4,0.3,1016.2,52.7,4.6,171.2,14.3,6,10,2023-11-13T06:18:11,2023-11-13T17:00:05,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-14,26.8,20.9,23.1,26.8,20.9,23.1,15.7,64.9,0,0,0,,0,0,41.4,27.7,295.2,1015.2,52,9.2,172,14.3,6,10,2023-11-14T06:19:01,2023-11-14T16:59:33,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-15,25,19.8,22.4,25,19.8,22.4,15,63.1,0,0,0,,0,0,29.5,16.6,292.4,1015.8,55.4,10,95.8,8,6,10,2023-11-15T06:19:51,2023-11-15T16:59:03,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-16,26,19,22.7,26,19,22.7,14.5,61.6,0,0,0,,0,0,21.6,13,339.2,1017.5,32.4,7.4,172.2,14.2,6,10,2023-11-16T06:20:41,2023-11-16T16:58:34,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-17,26,20,23.1,26,20,23.1,16.1,65.3,0,0,0,,0,0,17.6,11.2,353.7,1017.2,34.5,6.8,167.9,13.8,6,10,2023-11-17T06:21:31,2023-11-17T16:58:07,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-18,26,20,23.3,26,20,23.3,14.8,61.4,0,0,0,,0,0,27.7,16.6,270.3,1014.3,34.2,8,168.7,13.9,6,10,2023-11-18T06:22:21,2023-11-18T16:57:42,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-19,23.8,17,20.7,23.8,17,20.7,11.8,57.5,0,0,0,rain,0,0,52.2,40.7,255.3,1011,70.9,9.2,140.7,11.6,6,10,2023-11-19T06:23:12,2023-11-19T16:57:18,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-20,21,16,18.7,21,16,18.7,11.3,62.2,0,0,0,rain,0,0,33.1,20.5,262.7,1016,66.9,10,86.8,7.2,5,10,2023-11-20T06:24:02,2023-11-20T16:56:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-21,24,16,20.1,24,16,20.1,10.7,56.8,0,0,0,,0,0,17.6,14.8,54.4,1018.2,22.7,10,166.6,13.7,6,10,2023-11-21T06:24:52,2023-11-21T16:56:35,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-22,26,16.9,20.5,26,16.9,20.5,10,53.6,0,0,0,,0,0,19.1,13,74,1014.6,46.4,8.7,149.2,12.4,6,10,2023-11-22T06:25:42,2023-11-22T16:56:16,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-23,25,16,21.1,25,16,21.1,7.3,41.6,0,0,0,,0,0,20.2,13,313.4,1014.6,7.8,4.3,167.4,13.9,6,10,2023-11-23T06:26:33,2023-11-23T16:55:59,0.36,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-24,26,16,21.1,26,16,21.1,7.6,43.1,0,0,0,,0,0,17.3,9.4,163.6,1011.7,14.3,6.7,163.6,13.6,6,10,2023-11-24T06:27:23,2023-11-24T16:55:43,0.39,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-25,27,17,22.8,26.1,17,22.7,3.9,30.6,0,0,0,,0,0,41,29.5,196.1,1008,43,6.3,112.5,9.2,5,10,2023-11-25T06:28:13,2023-11-25T16:55:29,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-26,24,18.9,21.2,24,18.9,21.2,3.5,31.5,0,0,0,,0,0,50,38.9,227.2,1013.1,1.7,8.2,166.9,13.8,6,10,2023-11-26T06:29:03,2023-11-26T16:55:17,0.47,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-27,21,16.9,18.7,21,16.9,18.7,8.6,52,0,0,0,,0,0,35.6,24.1,286.2,1019.1,42,9.7,155.8,12.9,6,10,2023-11-27T06:29:52,2023-11-27T16:55:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-28,21,14,17.5,21,14,17.5,6.5,49.5,0,0,0,,0,0,27.4,25.9,62.4,1019.7,62.8,10,152.3,12.6,6,10,2023-11-28T06:30:41,2023-11-28T16:54:58,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-29,23,14,18.4,23,14,18.4,9.3,56.6,0,0,0,,0,0,32.4,25.9,56,1017.5,14.3,9.7,161.7,13.3,6,10,2023-11-29T06:31:30,2023-11-29T16:54:51,0.57,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-11-30,24,14,18.8,24,14,18.8,12.5,68,0,0,0,,0,0,33.5,27.7,41.9,1019,32.6,9.5,157.7,13.1,6,10,2023-11-30T06:32:19,2023-11-30T16:54:45,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-01,24,15.9,19.4,24,15.9,19.4,13.4,69.9,0,0,0,,0,0,38.5,27.7,39.2,1020.7,24.6,9.3,156.9,13.1,6,10,2023-12-01T06:33:07,2023-12-01T16:54:42,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-02,24,16,19.4,24,16,19.4,14.2,73.4,0,0,0,,0,0,41,27.7,43.1,1019.5,19,8.4,158.1,13.1,6,10,2023-12-02T06:33:55,2023-12-02T16:54:40,0.66,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-03,25,17.8,21,25,17.8,21,16,73.8,0,0,0,,0,0,30.2,22.3,51.4,1016.8,57,9.7,147.5,12.2,6,10,2023-12-03T06:34:42,2023-12-03T16:54:39,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-04,25,17.9,20.3,25,17.9,20.3,16,77.5,0,0,0,,0,0,13.7,13,340.2,1015.8,10.4,3.5,158.8,13.2,6,10,2023-12-04T06:35:29,2023-12-04T16:54:41,0.73,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-05,22,16,19.2,22,16,19.2,14.2,73.2,0,0,0,,0,0,20.9,18.4,2.6,1014.6,32,5.3,155.7,12.8,6,10,2023-12-05T06:36:16,2023-12-05T16:54:44,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-06,23,17,19.8,23,17,19.8,11.8,61.9,0,0,0,,0,0,31,20.5,241.4,1016.4,19.5,5.7,153.2,12.7,6,10,2023-12-06T06:37:01,2023-12-06T16:54:49,0.79,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-07,22,14,18.6,22,14,18.6,8.1,51.3,0,0,0,,0,0,13.3,11.2,331.1,1017.4,41,6.8,123.6,10.3,5,10,2023-12-07T06:37:46,2023-12-07T16:54:55,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-08,20.1,13.1,17.3,20.1,13.1,17.3,8.7,58,0,0,0,,0,0,25.9,14.8,279.2,1013.4,55.9,8.3,105.9,8.7,4,10,2023-12-08T06:38:31,2023-12-08T16:55:03,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-09,22,15,18.2,22,15,18.2,5.6,44,0,0,0,,0,0,23,14.8,195.3,1014.5,29.4,8.1,124,10.2,5,10,2023-12-09T06:39:14,2023-12-09T16:55:13,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-10,23,13.8,18.5,23,13.8,18.5,4.7,42.4,0,0,0,,0,0,18,22.3,91.7,1015.3,36.3,8.3,150.7,12.5,6,10,2023-12-10T06:39:57,2023-12-10T16:55:25,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-11,24,16.9,20.1,24,16.9,20.1,3.3,33.6,0,0,0,,0,0,30.6,92.6,197,1013.7,18.4,6.3,152.7,12.6,6,10,2023-12-11T06:40:39,2023-12-11T16:55:38,0.95,Clear,Clear conditions throughout the day.,wind,"HECA,62366099999"
"Cairo,Egypt",2023-12-12,21,15,18.1,21,15,18.1,8.6,54.2,0,0,0,rain,0,0,30.2,16.6,263.1,1015.8,25.5,6.8,123.6,10.3,6,10,2023-12-12T06:41:21,2023-12-12T16:55:53,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-13,21,16,18.8,21,16,18.8,12.9,68.9,0,0,0,,0,0,32.8,22.3,243.4,1019.2,47.5,8.6,102.4,8.4,5,10,2023-12-13T06:42:01,2023-12-13T16:56:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-14,23,17.9,20.3,23,17.9,20.3,13.1,64.3,0,0,0,,0,0,15.5,7.6,308.3,1021.8,31.2,6.9,148.3,12.2,6,10,2023-12-14T06:42:40,2023-12-14T16:56:27,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-15,25,15,19.4,25,15,19.4,9.3,54.3,0,0,0,,0,0,13,14.8,46.6,1020,1,10,151.2,12.6,6,10,2023-12-15T06:43:19,2023-12-15T16:56:47,0.09,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-16,25,15,19.6,25,15,19.6,7.8,48.2,0,0,0,,0,0,24.5,18.4,212.1,1019.5,24.4,8.1,153.6,12.7,6,10,2023-12-16T06:43:56,2023-12-16T16:57:08,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-17,24.5,14,19,24.5,14,19,11.9,64.2,0,0,0,,0,0,33.1,18.4,37.2,1022.2,40.5,5.9,140.6,11.6,6,10,2023-12-17T06:44:32,2023-12-17T16:57:30,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-18,22,15,18.3,22,15,18.3,13.9,76.7,0,0,0,,0,0,33.8,25.9,15.9,1020.5,46.2,8.3,148.9,12.3,6,10,2023-12-18T06:45:07,2023-12-18T16:57:54,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-19,22,15,18,22,15,18,11.7,69.2,0,0,0,,0,0,36.4,29.5,50.1,1018.9,44.6,9.3,150,12.5,6,10,2023-12-19T06:45:41,2023-12-19T16:58:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-20,20,13,16.6,20,13,16.6,10,66.1,0,0,0,,0,0,24.5,14.8,50.7,1015.3,73.5,9.6,104.1,8.6,4,10,2023-12-20T06:46:14,2023-12-20T16:58:47,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-21,20,15.9,17.3,20,15.9,17.3,6.9,51.3,0,0,0,,0,0,38.2,37.1,217.1,1011.9,52.1,6.1,91.8,7.6,4,10,2023-12-21T06:46:46,2023-12-21T16:59:15,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-22,21,13,16.8,21,13,16.8,4.1,43.3,0,0,0,,0,0,46.4,35.3,215.5,1013.3,26,7.7,149.2,12.3,6,10,2023-12-22T06:47:16,2023-12-22T16:59:45,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-23,21,14,17.7,21,14,17.7,8.8,56.3,0,0,0,,0,0,41,29.5,220.7,1015.3,37.4,9.1,140,11.4,6,10,2023-12-23T06:47:45,2023-12-23T17:00:16,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-24,22,17.8,19.6,22,17.8,19.6,11.1,58.2,0,0,0,,0,0,28.4,18.4,229.1,1018.8,60.2,8.3,117.4,9.7,6,10,2023-12-24T06:48:13,2023-12-24T17:00:48,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-12-25,22,15,18.5,22,15,18.5,12.2,68.7,0,0,0,,0,0,18.7,13,22.3,1021.4,31.7,6.5,146.9,12.1,6,10,2023-12-25T06:48:39,2023-12-25T17:01:22,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
