name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Cairo,Egypt",2023-07-06,34,24,28.6,34.1,24,29.2,18.8,57.7,0,0,0,,0,0,37.1,20.5,351.7,1008.2,23.3,10,338.8,28,10,10,2023-07-06T05:59:28,2023-07-06T20:00:03,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-07,33,24,28.9,33.9,24,29.6,18.9,56.8,0,0,0,,0,0,37.8,22.3,331.7,1009.4,26.8,9,336.3,27.7,10,10,2023-07-07T05:59:55,2023-07-07T19:59:55,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-08,36,25,29.7,37,25,30.7,19.8,58.5,0,0,0,,0,0,45.7,25.9,305.5,1009,18.6,10,337.6,28,10,10,2023-07-08T06:00:23,2023-07-08T19:59:45,0.67,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-09,33,25,28.5,34.6,25,29.3,19.9,61.4,0,0,0,,0,0,43.6,25.9,301.1,1008.7,37.7,10,337.4,27.9,10,10,2023-07-09T06:00:51,2023-07-09T19:59:34,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-10,34,23.9,28.3,34.9,23.9,28.8,19,59.9,0,0,0,,0,0,43.9,21.4,328.1,1008.3,51.4,10,336,27.8,10,10,2023-07-10T06:01:21,2023-07-10T19:59:22,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-11,34,25,29.3,35.8,25,30,19.7,59.5,0,0,0,,0,0,33.1,29.5,9,1009.4,50.3,9.1,335.8,27.8,10,10,2023-07-11T06:01:51,2023-07-11T19:59:08,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-12,35,25,29.8,35.2,25,29.9,17.8,52.4,0,0,0,,0,0,38.5,27.7,28.2,1011.4,9,10,337.4,28,10,10,2023-07-12T06:02:21,2023-07-12T19:58:53,0.81,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-13,35,24.1,29.8,34,24.1,29.8,17.7,53.3,0,0,0,,0,0,36.4,25.9,12.8,1011.2,16.1,10,339.4,28.2,10,10,2023-07-13T06:02:52,2023-07-13T19:58:36,0.85,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-14,36,24,30,35.8,24,30.1,17.3,50.3,0,0,0,,0,0,43.2,22.3,358.6,1009,4.4,8.3,339.1,28.2,10,10,2023-07-14T06:03:24,2023-07-14T19:58:18,0.88,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-15,37,25,31.2,36.5,25,31.7,17.4,48.8,0,0,0,,0,0,35.3,18.4,351.3,1007.6,3.6,7,341.4,28.1,10,10,2023-07-15T06:03:56,2023-07-15T19:57:58,0.92,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-16,39,26,32.6,39.4,26,33.9,18.3,47.3,0,0,0,,0,0,31.7,20.5,351.8,1006.3,4.3,7.5,340.6,28.2,10,10,2023-07-16T06:04:28,2023-07-16T19:57:37,0.95,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-17,38,27,32.7,41.4,28.8,35.7,20.9,52.3,0,0,0,,0,0,37.8,20.5,340.6,1006.5,7.3,7.5,339.4,28.1,10,10,2023-07-17T06:05:01,2023-07-17T19:57:14,0,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-18,38,26.8,32,39.2,29.7,34.2,19.7,54.1,0,0,0,,0,0,40,22.3,352.7,1005.5,8.2,8.5,337,28,10,10,2023-07-18T06:05:34,2023-07-18T19:56:50,0.02,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-19,36,25.9,30.8,35.5,25.9,31.9,19.3,54.2,0,0,0,,0,0,33.5,18.4,335.2,1004.6,3.1,6.7,339,28.1,10,10,2023-07-19T06:06:08,2023-07-19T19:56:25,0.05,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-20,37,27.8,31.8,38.3,31.3,34.3,20.1,54.7,0,0,0,,0,0,33.8,22.3,341.5,1005.5,4.4,6.6,335.2,27.8,10,10,2023-07-20T06:06:42,2023-07-20T19:55:58,0.09,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-21,36,27.8,31.6,35.2,29.8,32.5,17.6,46.6,0,0,0,,0,0,36,22.3,359.6,1008.2,2.4,9.1,340.2,28.1,10,10,2023-07-21T06:07:16,2023-07-21T19:55:30,0.12,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-22,38,26,32.3,38.3,26,33.9,19,49.6,0,0,0,,0,0,33.1,16.6,341.2,1009.5,4.9,9,334.9,27.8,10,10,2023-07-22T06:07:51,2023-07-22T19:55:00,0.15,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-23,39,26,32.1,42.3,26,35.4,22,59.3,0,0,0,,0,0,42.5,22.3,347.7,1008.1,18,7.5,331.5,27.3,10,10,2023-07-23T06:08:25,2023-07-23T19:54:29,0.19,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-24,39,27,33,40.6,30.1,35.1,19.3,49.3,0,0,0,,0,0,45,18.4,316.6,1005.3,5.4,9.4,335.2,27.8,10,10,2023-07-24T06:09:00,2023-07-24T19:53:56,0.22,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-25,37,26,31.7,38,26,33.6,20.2,55.3,0,0,0,,0,0,31.3,22.3,331.8,1003.4,5.5,9.7,332.8,27.6,10,10,2023-07-25T06:09:36,2023-07-25T19:53:23,0.25,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-26,38,26,32.3,41.4,26,34.4,20.1,53.9,0,0,0,,0,0,42.1,27.7,12.7,1005.1,8.5,7.9,330.1,27.2,10,10,2023-07-26T06:10:11,2023-07-26T19:52:47,0.25,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-27,38,28.1,34,38.6,31.3,35.2,17.7,41.3,0,0,0,,0,0,31,18.4,16.3,1006.6,21.1,9.7,327,27.2,9,10,2023-07-27T06:10:47,2023-07-27T19:52:11,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-28,39,28.8,33.2,40.6,28.2,34.4,16.8,39.5,0,0,0,,0,0,46.4,20.5,352.3,1007.8,1.1,9.3,332.7,27.5,10,10,2023-07-28T06:11:22,2023-07-28T19:51:33,0.35,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-29,34,25,29.2,34.3,25,30,19.5,59.1,0,0,0,,0,0,37.1,20.5,311.7,1008.1,21.8,9.6,333.5,27.7,10,10,2023-07-29T06:11:58,2023-07-29T19:50:54,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-30,34,25,29.2,34.6,25,29.8,18.7,55.5,0,0,0,,0,0,35.3,18.4,310.1,1006.4,20.4,10,328.2,27.1,10,10,2023-07-30T06:12:34,2023-07-30T19:50:14,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-07-31,35,25,29.6,34.9,25,30.3,18.7,54.7,0,0,0,,0,0,34.9,18.4,319.1,1005,16.8,10,326.9,27.1,10,10,2023-07-31T06:13:10,2023-07-31T19:49:32,0.45,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-01,36,25.8,31,35.8,25.8,32.1,19.3,53.9,0,0,0,,0,0,33.1,18.4,344.5,1006.1,9.2,9,329,27.1,10,10,2023-08-01T06:13:46,2023-08-01T19:48:49,0.5,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-02,36,27,31.4,36.3,29.6,33.1,19.4,52.8,0,0,0,,0,0,34.2,22.3,346.7,1008.6,1.3,9.4,327.3,27,10,10,2023-08-02T06:14:22,2023-08-02T19:48:05,0.52,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-03,35,25,30,35.3,25,30.8,19,55.1,0,0,0,,0,0,36.4,18.4,358.6,1010.3,10.2,10,329.8,27.4,10,10,2023-08-03T06:14:58,2023-08-03T19:47:19,0.55,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-04,35,25,30.1,35.2,25,30.5,17.9,51.8,0,0,0,,0,0,34.2,22.3,3,1010.3,11.8,9.7,330,27.4,10,10,2023-08-04T06:15:34,2023-08-04T19:46:33,0.59,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-05,37,26,31.5,35.8,26,31.2,15.1,40.4,0,0,0,,0,0,35.3,18.4,342.7,1009.5,4.6,10,331,27.5,10,10,2023-08-05T06:16:10,2023-08-05T19:45:45,0.62,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-06,42,29,35.3,39.4,28.6,34.3,12.1,27,0,0,0,,0,0,42.1,18.4,316.5,1008.5,0.2,10,327.2,27,10,10,2023-08-06T06:16:46,2023-08-06T19:44:56,0.66,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-07,38,29,33.3,39.4,30.1,34.5,17.2,40.3,0,0,0,,0,0,49.3,25.9,358.6,1008.3,0.4,8.4,318.5,26.5,9,10,2023-08-07T06:17:22,2023-08-07T19:44:06,0.69,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-08,34,26,29.4,35.1,26,31.1,20.5,60.4,0,0,0,,0,0,37.4,22.3,348.6,1007.4,20.7,8.9,320.4,26.7,9,10,2023-08-08T06:17:58,2023-08-08T19:43:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-09,33,25.9,29.2,34,25.9,30,19.1,56.1,0,0,0,,0,0,36.7,22.3,359.1,1008.7,29.6,9.7,322,26.8,10,10,2023-08-09T06:18:34,2023-08-09T19:42:23,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-10,34,26,29.2,34.6,26,30.3,19.9,59.3,0,0,0,,0,0,39.2,22.3,338.1,1011.3,31,9.1,319.7,26.6,9,10,2023-08-10T06:19:09,2023-08-10T19:41:29,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-11,32,24.9,28,32.9,24.9,28.5,18.5,57.7,0,0,0,,0,0,38.2,37.1,3.3,1011.6,30.9,8.6,319.7,26.7,9,10,2023-08-11T06:19:45,2023-08-11T19:40:35,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-12,32,25,27.9,33.5,25,28.9,18.9,58.5,0,0,0,,0,0,37.4,22.3,6.7,1009.4,33.8,8.8,313.6,26,9,10,2023-08-12T06:20:21,2023-08-12T19:39:40,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-13,33,25,28.3,35.3,25,29.8,21.3,67.2,0,0,0,,0,0,37.1,22.3,354,1009.1,49.4,7.1,309.2,25.5,9,10,2023-08-13T06:20:56,2023-08-13T19:38:43,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-14,34,24.9,28.6,35.3,24.9,29.7,20.5,63.9,0,0,0,,0,0,38.2,20.5,338.6,1011.4,29.1,9,309.4,25.4,9,10,2023-08-14T06:21:31,2023-08-14T19:37:46,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-15,33,25,28.3,34.6,25,29.2,20.3,63.7,0,0,0,,0,0,37.4,22.3,353.1,1012,39.6,9.2,309.4,25.4,9,10,2023-08-15T06:22:06,2023-08-15T19:36:48,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-16,33,25,28.4,35.3,25,29.4,20.3,63.3,0,0,0,,0,0,35.6,20.5,354.8,1009.8,43.1,7.8,308,25.4,9,10,2023-08-16T06:22:42,2023-08-16T19:35:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-17,33,25,28.7,34.6,25,29.9,20.3,62.1,0,0,0,,0,0,36,22.3,354.1,1008.5,46.9,9.7,311.5,25.8,9,10,2023-08-17T06:23:16,2023-08-17T19:34:48,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-18,34,25,28.9,35.1,25,29.9,20.2,61.9,0,0,0,,0,0,35.6,22.3,354.4,1009.2,27,9,313,25.9,9,10,2023-08-18T06:23:51,2023-08-18T19:33:47,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-19,33,25,28.5,34.6,25,29.5,19.4,58.9,0,0,0,,0,0,42.1,22.3,6,1009.8,18.9,10,312.2,25.8,9,10,2023-08-19T06:24:26,2023-08-19T19:32:46,0.1,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-20,32,24.9,28.3,33.4,24.9,29,18.8,57.2,0,0,0,,0,0,38.2,24.1,7.4,1009.3,24.2,10,310.9,25.8,9,10,2023-08-20T06:25:00,2023-08-20T19:31:43,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-21,33,25.8,28.8,34.6,25.8,29.7,18.8,55.3,0,0,0,,0,0,33.1,20.5,8.9,1008.9,34.7,10,309.9,25.8,9,10,2023-08-21T06:25:35,2023-08-21T19:30:39,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-22,33,25,28.8,34.6,25,29.7,19.1,56.9,0,0,0,,0,0,34.2,24.1,20.7,1009.2,11.3,9.8,307.3,25.4,9,10,2023-08-22T06:26:09,2023-08-22T19:29:35,0.2,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-23,33.9,24.1,28.9,34.6,24.1,29.7,19.2,57.7,0,0,0,,0,0,40,20.5,20.2,1010.2,0,10,309.6,25.6,9,10,2023-08-23T06:26:43,2023-08-23T19:28:30,0.24,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-24,34,24.8,29.1,36.4,24.8,29.9,19.2,57.4,0,0,0,,0,0,34.9,24.1,19.5,1011.1,13.9,10,307.7,25.4,9,10,2023-08-24T06:27:17,2023-08-24T19:27:24,0.25,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-25,34.5,24.9,29.3,36.5,24.9,30.4,19.9,58.9,0,0,0,,0,0,43.6,22.3,13.8,1010.6,10.5,9.5,300.5,24.9,9,10,2023-08-25T06:27:51,2023-08-25T19:26:18,0.31,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-26,35.1,25.9,30.4,36.9,25.9,31.7,19.9,56.5,0,0,0,,0,0,34.9,18.4,4,1010.4,18.9,10,299.7,24.9,9,10,2023-08-26T06:28:25,2023-08-26T19:25:11,0.34,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-27,36,26,31.1,36.7,26,32.8,19.9,55.5,0,0,0,,0,0,35.6,16.6,354.9,1009.1,7.9,7.1,296.2,24.5,9,10,2023-08-27T06:28:58,2023-08-27T19:24:03,0.37,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-28,35,26,30.7,35.7,26,32.4,19.7,55.6,0,0,0,,0,0,34.9,22.3,322.3,1008.5,4.7,8,297.1,24.5,9,10,2023-08-28T06:29:32,2023-08-28T19:22:55,0.41,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-29,35,26.9,30.1,35.2,28.8,31.3,18.8,53.1,0,0,0,,0,0,36,18.4,319.6,1007.4,22.6,9,297.1,24.6,9,10,2023-08-29T06:30:05,2023-08-29T19:21:46,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-30,36,25,30.7,35.3,25,31.2,17.3,48.9,0,0,0,,0,0,34.6,22.3,25.7,1009.5,0,8.4,300,24.8,9,10,2023-08-30T06:30:38,2023-08-30T19:20:37,0.48,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-08-31,36,27,31,38.8,27.7,32.9,19.3,51.3,0,0,0,,0,0,40.7,29.5,18.8,1011.9,4.7,10,290.9,23.9,9,10,2023-08-31T06:31:11,2023-08-31T19:19:27,0.5,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-01,33.1,25.9,28.8,35.3,25.9,30.2,20.9,64.2,0,0,0,,0,0,44.3,29.5,9.7,1013.2,38.9,9.8,292,24.1,9,10,2023-09-01T06:31:44,2023-09-01T19:18:16,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-02,34,25,28.9,34.6,25,29.4,18.8,56.7,0,0,0,,0,0,39.6,24.1,7.9,1012.8,34.1,10,288.6,23.8,9,10,2023-09-02T06:32:17,2023-09-02T19:17:05,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-03,32.8,25,28.4,33.2,25,29,19,58.7,0,0,0,,0,0,41,20.5,353.8,1010.7,40.4,9.3,293,24.2,9,10,2023-09-03T06:32:50,2023-09-03T19:15:53,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-04,33,25,28.8,32.6,25,29.1,18,55,0,0,0,,0,0,24.5,20.5,340.5,1007.2,16.8,9.5,292.8,24.2,9,10,2023-09-04T06:33:22,2023-09-04T19:14:42,0.64,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-05,37,26,31.7,35,26,31.2,13.6,38.4,0,0,0,,0,0,36.4,20.5,177.2,1007.4,8,8.2,292.3,24.2,9,10,2023-09-05T06:33:55,2023-09-05T19:13:29,0.68,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-06,37.1,27,32.9,35.3,26.8,31.7,11,27.9,0,0,0,,0,0,22,18.4,26.6,1010.4,0,10,292.6,24.4,9,10,2023-09-06T06:34:27,2023-09-06T19:12:17,0.71,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-07,42.8,28,35.1,39.8,27.6,33.8,10.4,25.1,0,0,0,,0,0,27.7,25.9,71.8,1008.3,0,10,288.3,23.9,9,10,2023-09-07T06:35:00,2023-09-07T19:11:03,0.75,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-08,38,30,33.4,37.3,30.3,33.5,15.7,35.9,0,0,0,,0,0,34.2,24.1,290.9,1008.1,0,10,283.7,23.5,9,10,2023-09-08T06:35:32,2023-09-08T19:09:50,0.78,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-09,36,27,32.1,35.1,27.7,32.1,15.5,38.8,0,0,0,,0,0,34.9,24.1,358.8,1010.2,0.2,9.8,283.3,23.4,9,10,2023-09-09T06:36:05,2023-09-09T19:08:36,0.81,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-10,36.1,27.9,32.4,35.1,28.3,32.3,15.3,38,0,0,0,,0,0,37.8,22.3,38.2,1008.3,18.4,9.8,281.5,23.3,9,10,2023-09-10T06:36:37,2023-09-10T19:07:22,0.84,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-11,37,29,33.5,35.8,28.8,32.2,11,26.7,0,0,0,,0,0,44.6,31.7,204.7,1004.6,15.4,7.5,278.7,23,9,10,2023-09-11T06:37:09,2023-09-11T19:06:08,0.88,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-12,32,25.9,28.7,31.9,25.9,29.4,17.6,52.2,0,0,0,rain,0,0,40.7,33.5,239,1006.8,42.5,5.1,216.2,18,8,10,2023-09-12T06:37:41,2023-09-12T19:04:54,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-13,33,25,28.7,32,25,29.4,18.9,58.9,1,100,20.83,rain,0,0,39.2,22.3,326.7,1011.4,31.6,9.1,273.1,22.6,9,10,2023-09-13T06:38:14,2023-09-13T19:03:39,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"HECA,62366099999"
"Cairo,Egypt",2023-09-14,33,24,28.1,31.5,24,28,17.2,55.1,0,0,0,,0,0,36.4,24.1,2.1,1012,31.7,9,277.7,23,9,10,2023-09-14T06:38:46,2023-09-14T19:02:24,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-15,33,24,27.7,31.5,24,27.4,16.3,53.9,0,0,0,,0,0,37.8,25.9,3.7,1012.3,35.7,8.5,278,22.9,9,10,2023-09-15T06:39:18,2023-09-15T19:01:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-16,32,24,27.7,30.8,24,27.4,15.9,51.6,0,0,0,,0,0,33.5,20.5,13.3,1011.9,15.8,7.9,275,22.8,9,10,2023-09-16T06:39:51,2023-09-16T18:59:54,0.05,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-17,34,23,28.5,32.7,23,28.3,16.4,51.8,0,0,0,,0,0,36,22.3,7.1,1010.4,7.6,9.1,273.9,22.8,9,10,2023-09-17T06:40:23,2023-09-17T18:58:39,0.08,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-18,33.1,24.9,28.4,32.7,24.9,28.6,18.9,60,0,0,0,,0,0,30.2,18.4,342.5,1009.2,29.5,9.2,269.3,22.4,9,10,2023-09-18T06:40:55,2023-09-18T18:57:24,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-19,32,24.9,27.8,32.4,24.9,28.2,18.6,58.8,0,0,0,,0,0,37.8,24.1,328.2,1010.3,24.9,10,265.1,21.9,9,10,2023-09-19T06:41:28,2023-09-19T18:56:09,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-20,32,24,27.5,32,24,27.7,18.2,59,0,0,0,,0,0,33.5,24.1,353.5,1012.6,28.5,9.7,265,21.9,9,10,2023-09-20T06:42:01,2023-09-20T18:54:53,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-21,32,23.9,27.6,31.8,23.9,27.8,18.3,59.6,0,0,0,,0,0,38.5,25.9,10.1,1012.5,37.1,7.6,263.7,21.7,9,10,2023-09-21T06:42:33,2023-09-21T18:53:38,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-22,33,24,28,33.5,24,28.4,18.8,60.2,0,0,0,,0,0,36,25.9,19.8,1013,34.3,9.1,263.6,21.7,9,10,2023-09-22T06:43:06,2023-09-22T18:52:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-23,34,23.9,28.4,33.3,23.9,28.6,18.5,58.7,0,0,0,,0,0,32,25.9,8.3,1012.2,15.4,8.9,263,21.7,9,10,2023-09-23T06:43:39,2023-09-23T18:51:08,0.29,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-24,34,24,28.8,32.5,24,28.4,16.7,53.6,0,0,0,,0,0,24.8,16.6,14.4,1010.9,8,7,263.3,21.7,9,10,2023-09-24T06:44:12,2023-09-24T18:49:53,0.32,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-25,35,24,29.2,32.8,24,28.9,15.9,50.7,0,0,0,,0,0,30.6,20.5,16.9,1010.6,2.5,7.3,261.7,21.7,9,10,2023-09-25T06:44:45,2023-09-25T18:48:38,0.36,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-26,35,24,29.3,33.7,24,29.3,17.5,53.8,0,0,0,,0,0,34.9,22.3,15.8,1010.4,10.4,6.1,260.7,21.7,9,10,2023-09-26T06:45:18,2023-09-26T18:47:23,0.39,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-27,37,24,30.4,34.3,24,29.7,14.5,47.2,0,0,0,,0,0,28.1,20.5,52.1,1011.2,0,9.8,260.5,21.6,9,10,2023-09-27T06:45:52,2023-09-27T18:46:08,0.43,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-28,38,24.9,31.4,35.2,24.9,30.5,12,40.3,0,0,0,,0,0,41.4,31.7,74.3,1012.8,1.2,10,256,21.1,8,10,2023-09-28T06:46:26,2023-09-28T18:44:54,0.46,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-29,36,24,29.4,36.9,24,30,19.6,60.3,0,0,0,,0,0,35.6,27.7,34.6,1014.4,11,8.4,250.6,20.9,8,10,2023-09-29T06:46:59,2023-09-29T18:43:40,0.5,Clear,Clear conditions throughout the day.,clear-day,"HECA,62366099999"
"Cairo,Egypt",2023-09-30,33,24,28.5,33,24,29,18.8,57.8,0,0,0,,0,0,35.6,18.4,27.8,1014.6,27.3,8.7,233,19.4,8,10,2023-09-30T06:47:33,2023-09-30T18:42:26,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HECA,62366099999"
